contratacion_id,empresa_id,empresa,anio,mes,mes_nombre,trimestre,rol,candidatos_recibidos,entrevistados,ofertas_enviadas,contratados,tasa_conversion_pct,tiempo_contratacion_dias,fuente_principal
CNT00773,E04,Infosys Monterrey,2023,6,June,Q2,Backend Developer,133,44,12,10,7.52,58,LinkedIn
CNT00774,E04,Infosys Monterrey,2023,6,June,Q2,Frontend Developer,60,20,6,3,5.0,35,LinkedIn
CNT00775,E04,Infosys Monterrey,2023,6,June,Q2,Full Stack Developer,68,17,3,2,2.94,24,Glassdoor
CNT00776,E04,Infosys Monterrey,2023,6,June,Q2,DevOps Engineer,75,27,7,6,8.0,62,Referidos
CNT00777,E04,Infosys Monterrey,2023,6,June,Q2,Cloud Architect,60,23,9,7,11.67,24,LinkedIn
CNT00778,E04,Infosys Monterrey,2023,6,June,Q2,Scrum Master,38,9,2,1,2.63,46,Glassdoor
CNT00779,E04,Infosys Monterrey,2023,6,June,Q2,Project Manager,135,58,12,8,5.93,24,LinkedIn
CNT00780,E04,Infosys Monterrey,2023,6,June,Q2,Cybersecurity Analyst,136,50,18,11,8.09,36,Referidos
CNT00781,E04,Infosys Monterrey,2023,7,July,Q3,Data Analyst,99,26,6,4,4.04,47,LinkedIn
CNT00782,E04,Infosys Monterrey,2023,7,July,Q3,Software Developer,240,94,26,19,7.92,19,LinkedIn
CNT00783,E04,Infosys Monterrey,2023,7,July,Q3,Backend Developer,196,59,22,18,9.18,53,LinkedIn
CNT00784,E04,Infosys Monterrey,2023,7,July,Q3,Frontend Developer,104,32,6,4,3.85,42,Referidos
CNT00785,E04,Infosys Monterrey,2023,7,July,Q3,Full Stack Developer,160,51,10,7,4.38,62,Glassdoor
CNT00786,E04,Infosys Monterrey,2023,7,July,Q3,DevOps Engineer,40,14,5,3,7.5,23,Referidos
CNT00787,E04,Infosys Monterrey,2023,7,July,Q3,Cloud Architect,22,5,1,0,0.0,29,LinkedIn
CNT00788,E04,Infosys Monterrey,2023,7,July,Q3,Scrum Master,85,34,12,8,9.41,45,Csoftmty Jobs
CNT00789,E04,Infosys Monterrey,2023,7,July,Q3,Project Manager,110,31,6,4,3.64,55,LinkedIn
CNT00790,E04,Infosys Monterrey,2023,7,July,Q3,Cybersecurity Analyst,42,18,5,3,7.14,45,OCC Mundial
CNT00791,E04,Infosys Monterrey,2023,8,August,Q3,Data Analyst,209,56,13,8,3.83,40,Referidos
CNT00792,E04,Infosys Monterrey,2023,8,August,Q3,Software Developer,323,118,42,36,11.15,22,Referidos
CNT00793,E04,Infosys Monterrey,2023,8,August,Q3,Backend Developer,170,47,13,9,5.29,23,Referidos
CNT00794,E04,Infosys Monterrey,2023,8,August,Q3,Frontend Developer,152,54,20,13,8.55,46,LinkedIn
CNT00795,E04,Infosys Monterrey,2023,8,August,Q3,Full Stack Developer,150,47,13,7,4.67,60,Referidos
CNT00796,E04,Infosys Monterrey,2023,8,August,Q3,DevOps Engineer,85,29,9,6,7.06,26,Referidos
CNT00797,E04,Infosys Monterrey,2023,8,August,Q3,Cloud Architect,88,33,8,5,5.68,57,LinkedIn
CNT00798,E04,Infosys Monterrey,2023,8,August,Q3,Scrum Master,95,42,16,10,10.53,38,OCC Mundial
CNT00799,E04,Infosys Monterrey,2023,8,August,Q3,Project Manager,45,15,3,2,4.44,33,OCC Mundial
CNT00800,E04,Infosys Monterrey,2023,8,August,Q3,Cybersecurity Analyst,54,15,3,2,3.7,53,LinkedIn
CNT00801,E04,Infosys Monterrey,2023,9,September,Q3,Data Analyst,216,66,22,18,8.33,48,LinkedIn
CNT00802,E04,Infosys Monterrey,2023,9,September,Q3,Software Developer,247,77,27,22,8.91,19,Referidos
CNT00803,E04,Infosys Monterrey,2023,9,September,Q3,Backend Developer,304,101,35,25,8.22,24,LinkedIn
CNT00804,E04,Infosys Monterrey,2023,9,September,Q3,Frontend Developer,72,21,6,3,4.17,30,OCC Mundial
CNT00805,E04,Infosys Monterrey,2023,9,September,Q3,Full Stack Developer,144,56,17,14,9.72,29,LinkedIn
CNT00806,E04,Infosys Monterrey,2023,9,September,Q3,DevOps Engineer,144,46,16,11,7.64,19,Referidos
CNT00807,E04,Infosys Monterrey,2023,9,September,Q3,Cloud Architect,16,5,1,0,0.0,50,OCC Mundial
CNT00808,E04,Infosys Monterrey,2023,9,September,Q3,Scrum Master,32,12,3,2,6.25,27,LinkedIn
CNT00809,E04,Infosys Monterrey,2023,9,September,Q3,Project Manager,32,12,3,2,6.25,49,LinkedIn
CNT00810,E04,Infosys Monterrey,2023,9,September,Q3,Cybersecurity Analyst,88,30,9,5,5.68,48,Referidos
CNT00811,E04,Infosys Monterrey,2023,10,October,Q4,Data Analyst,170,69,23,20,11.76,44,LinkedIn
CNT00812,E04,Infosys Monterrey,2023,10,October,Q4,Software Developer,220,72,16,9,4.09,59,Glassdoor
CNT00813,E04,Infosys Monterrey,2023,10,October,Q4,Backend Developer,119,33,6,4,3.36,30,Glassdoor
CNT00814,E04,Infosys Monterrey,2023,10,October,Q4,Frontend Developer,88,37,8,7,7.95,59,Referidos
CNT00815,E04,Infosys Monterrey,2023,10,October,Q4,Full Stack Developer,121,47,16,11,9.09,44,OCC Mundial
CNT00816,E04,Infosys Monterrey,2023,10,October,Q4,DevOps Engineer,38,13,3,2,5.26,34,Glassdoor
CNT00817,E04,Infosys Monterrey,2023,10,October,Q4,Cloud Architect,68,25,5,3,4.41,25,Glassdoor
CNT00818,E04,Infosys Monterrey,2023,10,October,Q4,Scrum Master,60,16,6,3,5.0,56,Referidos
CNT00819,E04,Infosys Monterrey,2023,10,October,Q4,Project Manager,60,15,3,2,3.33,33,Universidad UANL/ITESM
CNT00820,E04,Infosys Monterrey,2023,10,October,Q4,Cybersecurity Analyst,76,25,7,4,5.26,59,Glassdoor
CNT00821,E04,Infosys Monterrey,2023,11,November,Q4,Data Analyst,99,38,11,9,9.09,20,LinkedIn
CNT00822,E04,Infosys Monterrey,2023,11,November,Q4,Software Developer,308,107,27,17,5.52,55,OCC Mundial
CNT00823,E04,Infosys Monterrey,2023,11,November,Q4,Backend Developer,112,29,10,8,7.14,24,Referidos
CNT00824,E04,Infosys Monterrey,2023,11,November,Q4,Frontend Developer,102,34,7,5,4.9,25,LinkedIn
CNT00825,E04,Infosys Monterrey,2023,11,November,Q4,Full Stack Developer,180,77,19,15,8.33,62,Universidad UANL/ITESM
CNT00826,E04,Infosys Monterrey,2023,11,November,Q4,DevOps Engineer,80,27,9,6,7.5,45,Referidos
CNT00827,E04,Infosys Monterrey,2023,11,November,Q4,Cloud Architect,42,12,4,3,7.14,49,Glassdoor
CNT00828,E04,Infosys Monterrey,2023,11,November,Q4,Scrum Master,51,14,5,3,5.88,34,LinkedIn
CNT00829,E04,Infosys Monterrey,2023,11,November,Q4,Project Manager,85,22,6,4,4.71,18,Csoftmty Jobs
CNT00830,E04,Infosys Monterrey,2023,11,November,Q4,Cybersecurity Analyst,72,25,5,3,4.17,33,OCC Mundial
CNT00831,E04,Infosys Monterrey,2023,12,December,Q4,Data Analyst,88,25,9,6,6.82,28,OCC Mundial
CNT00832,E04,Infosys Monterrey,2023,12,December,Q4,Software Developer,165,62,12,9,5.45,57,Glassdoor
CNT00833,E04,Infosys Monterrey,2023,12,December,Q4,Backend Developer,210,57,18,11,5.24,30,Glassdoor
CNT00834,E04,Infosys Monterrey,2023,12,December,Q4,Frontend Developer,84,35,10,8,9.52,27,LinkedIn
CNT00835,E04,Infosys Monterrey,2023,12,December,Q4,Full Stack Developer,144,55,21,14,9.72,46,Referidos
CNT00836,E04,Infosys Monterrey,2023,12,December,Q4,DevOps Engineer,78,19,4,3,3.85,34,LinkedIn
CNT00837,E04,Infosys Monterrey,2023,12,December,Q4,Cloud Architect,40,12,2,1,2.5,62,LinkedIn
CNT00838,E04,Infosys Monterrey,2023,12,December,Q4,Scrum Master,18,4,1,0,0.0,32,LinkedIn
CNT00839,E04,Infosys Monterrey,2023,12,December,Q4,Project Manager,70,31,10,8,11.43,43,LinkedIn
CNT00840,E04,Infosys Monterrey,2023,12,December,Q4,Cybersecurity Analyst,90,37,14,11,12.22,32,Universidad UANL/ITESM
CNT00841,E04,Infosys Monterrey,2024,1,January,Q1,Data Analyst,153,65,23,14,9.15,25,LinkedIn
CNT00842,E04,Infosys Monterrey,2024,1,January,Q1,Software Developer,143,63,15,10,6.99,20,LinkedIn
CNT00843,E04,Infosys Monterrey,2024,1,January,Q1,Backend Developer,144,63,16,11,7.64,47,LinkedIn
CNT00844,E04,Infosys Monterrey,2024,1,January,Q1,Frontend Developer,70,17,5,3,4.29,18,OCC Mundial
CNT00845,E04,Infosys Monterrey,2024,1,January,Q1,Full Stack Developer,182,73,23,15,8.24,64,Referidos
CNT00846,E04,Infosys Monterrey,2024,1,January,Q1,DevOps Engineer,90,33,8,5,5.56,36,OCC Mundial
CNT00847,E04,Infosys Monterrey,2024,1,January,Q1,Cloud Architect,30,10,2,1,3.33,48,LinkedIn
CNT00848,E04,Infosys Monterrey,2024,1,January,Q1,Scrum Master,84,37,12,9,10.71,40,LinkedIn
CNT00849,E04,Infosys Monterrey,2024,1,January,Q1,Project Manager,60,24,6,4,6.67,43,LinkedIn
CNT00850,E04,Infosys Monterrey,2024,1,January,Q1,Cybersecurity Analyst,64,18,4,2,3.12,61,Referidos
CNT00851,E04,Infosys Monterrey,2024,2,February,Q1,Data Analyst,130,48,18,15,11.54,58,LinkedIn
CNT00852,E04,Infosys Monterrey,2024,2,February,Q1,Software Developer,289,106,38,27,9.34,21,Glassdoor
CNT00853,E04,Infosys Monterrey,2024,2,February,Q1,Backend Developer,192,55,18,12,6.25,20,LinkedIn
CNT00854,E04,Infosys Monterrey,2024,2,February,Q1,Frontend Developer,102,30,7,5,4.9,37,LinkedIn
CNT00855,E04,Infosys Monterrey,2024,2,February,Q1,Full Stack Developer,128,34,10,7,5.47,58,Universidad UANL/ITESM
CNT00856,E04,Infosys Monterrey,2024,2,February,Q1,DevOps Engineer,108,43,12,8,7.41,64,Csoftmty Jobs
CNT00857,E04,Infosys Monterrey,2024,2,February,Q1,Cloud Architect,54,18,5,4,7.41,26,Csoftmty Jobs
CNT00858,E04,Infosys Monterrey,2024,2,February,Q1,Scrum Master,40,14,5,4,10.0,41,Referidos
CNT00859,E04,Infosys Monterrey,2024,2,February,Q1,Project Manager,70,23,6,4,5.71,59,LinkedIn
CNT00860,E04,Infosys Monterrey,2024,2,February,Q1,Cybersecurity Analyst,54,15,5,3,5.56,60,Universidad UANL/ITESM
CNT00861,E04,Infosys Monterrey,2024,3,March,Q1,Data Analyst,110,49,13,9,8.18,26,LinkedIn
CNT00862,E04,Infosys Monterrey,2024,3,March,Q1,Software Developer,144,50,11,7,4.86,32,LinkedIn
CNT00863,E04,Infosys Monterrey,2024,3,March,Q1,Backend Developer,150,59,14,8,5.33,26,LinkedIn
CNT00864,E04,Infosys Monterrey,2024,3,March,Q1,Frontend Developer,54,15,5,3,5.56,53,OCC Mundial
CNT00865,E04,Infosys Monterrey,2024,3,March,Q1,Full Stack Developer,104,33,12,7,6.73,61,OCC Mundial
CNT00866,E04,Infosys Monterrey,2024,3,March,Q1,DevOps Engineer,98,39,14,11,11.22,31,Referidos
CNT00867,E04,Infosys Monterrey,2024,3,March,Q1,Cloud Architect,45,14,3,2,4.44,32,LinkedIn
CNT00868,E04,Infosys Monterrey,2024,3,March,Q1,Scrum Master,18,7,2,1,5.56,19,Glassdoor
CNT00869,E04,Infosys Monterrey,2024,3,March,Q1,Project Manager,66,27,9,6,9.09,40,LinkedIn
CNT00870,E04,Infosys Monterrey,2024,3,March,Q1,Cybersecurity Analyst,52,16,6,4,7.69,51,Referidos
CNT00871,E04,Infosys Monterrey,2024,4,April,Q2,Data Analyst,48,14,2,1,2.08,58,LinkedIn
CNT00872,E04,Infosys Monterrey,2024,4,April,Q2,Software Developer,256,82,22,16,6.25,32,Universidad UANL/ITESM
CNT00873,E04,Infosys Monterrey,2024,4,April,Q2,Backend Developer,133,46,11,7,5.26,57,OCC Mundial
CNT00874,E04,Infosys Monterrey,2024,4,April,Q2,Frontend Developer,66,22,5,3,4.55,29,LinkedIn
CNT00875,E04,Infosys Monterrey,2024,4,April,Q2,Full Stack Developer,52,16,3,1,1.92,41,LinkedIn
CNT00876,E04,Infosys Monterrey,2024,4,April,Q2,DevOps Engineer,144,61,14,8,5.56,32,LinkedIn
CNT00877,E04,Infosys Monterrey,2024,4,April,Q2,Cloud Architect,57,23,7,4,7.02,29,OCC Mundial
CNT00878,E04,Infosys Monterrey,2024,4,April,Q2,Scrum Master,72,19,5,3,4.17,23,Csoftmty Jobs
CNT00879,E04,Infosys Monterrey,2024,4,April,Q2,Project Manager,68,25,8,7,10.29,63,Referidos
CNT00880,E04,Infosys Monterrey,2024,4,April,Q2,Cybersecurity Analyst,30,13,3,1,3.33,31,Glassdoor
CNT00881,E04,Infosys Monterrey,2024,5,May,Q2,Data Analyst,210,59,14,9,4.29,24,OCC Mundial
CNT00882,E04,Infosys Monterrey,2024,5,May,Q2,Software Developer,240,91,29,18,7.5,25,OCC Mundial
CNT00883,E04,Infosys Monterrey,2024,5,May,Q2,Backend Developer,168,64,13,8,4.76,56,OCC Mundial
CNT00884,E04,Infosys Monterrey,2024,5,May,Q2,Frontend Developer,126,48,12,7,5.56,47,Csoftmty Jobs
CNT00885,E04,Infosys Monterrey,2024,5,May,Q2,Full Stack Developer,165,55,14,10,6.06,39,OCC Mundial
CNT00886,E04,Infosys Monterrey,2024,5,May,Q2,DevOps Engineer,68,27,9,6,8.82,60,LinkedIn
CNT00887,E04,Infosys Monterrey,2024,5,May,Q2,Cloud Architect,45,11,3,2,4.44,25,LinkedIn
CNT00888,E04,Infosys Monterrey,2024,5,May,Q2,Scrum Master,5,1,1,0,0.0,37,LinkedIn
CNT00889,E04,Infosys Monterrey,2024,5,May,Q2,Project Manager,30,11,3,2,6.67,53,LinkedIn
CNT00890,E04,Infosys Monterrey,2024,5,May,Q2,Cybersecurity Analyst,119,46,17,13,10.92,29,OCC Mundial
CNT00891,E04,Infosys Monterrey,2024,6,June,Q2,Data Analyst,170,73,22,14,8.24,21,OCC Mundial
CNT00892,E04,Infosys Monterrey,2024,6,June,Q2,Software Developer,200,53,20,13,6.5,20,Universidad UANL/ITESM
CNT00893,E04,Infosys Monterrey,2024,6,June,Q2,Backend Developer,204,84,29,21,10.29,30,LinkedIn
CNT00894,E04,Infosys Monterrey,2024,6,June,Q2,Frontend Developer,120,52,10,6,5.0,62,Universidad UANL/ITESM
CNT00895,E04,Infosys Monterrey,2024,6,June,Q2,Full Stack Developer,119,40,14,9,7.56,60,Referidos
CNT00896,E04,Infosys Monterrey,2024,6,June,Q2,DevOps Engineer,32,12,4,2,6.25,37,LinkedIn
CNT00897,E04,Infosys Monterrey,2024,6,June,Q2,Cloud Architect,60,16,5,3,5.0,41,LinkedIn
CNT00898,E04,Infosys Monterrey,2024,6,June,Q2,Scrum Master,32,8,2,1,3.12,47,LinkedIn
CNT00899,E04,Infosys Monterrey,2024,6,June,Q2,Project Manager,72,32,8,5,6.94,41,OCC Mundial
CNT00900,E04,Infosys Monterrey,2024,6,June,Q2,Cybersecurity Analyst,50,20,7,5,10.0,27,Glassdoor
CNT00901,E04,Infosys Monterrey,2024,7,July,Q3,Data Analyst,171,69,20,13,7.6,37,Referidos
CNT00902,E04,Infosys Monterrey,2024,7,July,Q3,Software Developer,399,140,52,41,10.28,62,LinkedIn
CNT00903,E04,Infosys Monterrey,2024,7,July,Q3,Backend Developer,144,39,8,5,3.47,50,Csoftmty Jobs
CNT00904,E04,Infosys Monterrey,2024,7,July,Q3,Frontend Developer,80,26,9,5,6.25,19,OCC Mundial
CNT00905,E04,Infosys Monterrey,2024,7,July,Q3,Full Stack Developer,112,29,8,4,3.57,61,Glassdoor
CNT00906,E04,Infosys Monterrey,2024,7,July,Q3,DevOps Engineer,85,24,7,4,4.71,29,OCC Mundial
CNT00907,E04,Infosys Monterrey,2024,7,July,Q3,Cloud Architect,18,7,2,1,5.56,39,OCC Mundial
CNT00908,E04,Infosys Monterrey,2024,7,July,Q3,Scrum Master,65,24,5,3,4.62,43,LinkedIn
CNT00909,E04,Infosys Monterrey,2024,7,July,Q3,Project Manager,84,33,6,5,5.95,48,Referidos
CNT00910,E04,Infosys Monterrey,2024,7,July,Q3,Cybersecurity Analyst,136,52,12,9,6.62,45,LinkedIn
CNT00911,E04,Infosys Monterrey,2024,8,August,Q3,Data Analyst,78,21,7,6,7.69,28,LinkedIn
CNT00912,E04,Infosys Monterrey,2024,8,August,Q3,Software Developer,120,50,11,7,5.83,18,Referidos
CNT00913,E04,Infosys Monterrey,2024,8,August,Q3,Backend Developer,96,24,6,4,4.17,41,LinkedIn
CNT00914,E04,Infosys Monterrey,2024,8,August,Q3,Frontend Developer,95,28,6,5,5.26,23,LinkedIn
CNT00915,E04,Infosys Monterrey,2024,8,August,Q3,Full Stack Developer,63,25,8,5,7.94,22,Referidos
CNT00916,E04,Infosys Monterrey,2024,8,August,Q3,DevOps Engineer,84,23,7,5,5.95,18,LinkedIn
CNT00917,E04,Infosys Monterrey,2024,8,August,Q3,Cloud Architect,11,4,1,0,0.0,46,Glassdoor
CNT00918,E04,Infosys Monterrey,2024,8,August,Q3,Scrum Master,84,28,7,4,4.76,25,Glassdoor
CNT00919,E04,Infosys Monterrey,2024,8,August,Q3,Project Manager,48,15,5,4,8.33,25,LinkedIn
CNT00920,E04,Infosys Monterrey,2024,8,August,Q3,Cybersecurity Analyst,96,26,6,5,5.21,62,OCC Mundial
CNT00921,E04,Infosys Monterrey,2024,9,September,Q3,Data Analyst,130,56,19,12,9.23,54,OCC Mundial
CNT00922,E04,Infosys Monterrey,2024,9,September,Q3,Software Developer,323,96,30,21,6.5,31,Universidad UANL/ITESM
CNT00923,E04,Infosys Monterrey,2024,9,September,Q3,Backend Developer,81,25,9,6,7.41,58,LinkedIn
CNT00924,E04,Infosys Monterrey,2024,9,September,Q3,Frontend Developer,209,68,26,21,10.05,32,LinkedIn
CNT00925,E04,Infosys Monterrey,2024,9,September,Q3,Full Stack Developer,91,39,12,7,7.69,61,OCC Mundial
CNT00926,E04,Infosys Monterrey,2024,9,September,Q3,DevOps Engineer,33,13,4,3,9.09,35,LinkedIn
CNT00927,E04,Infosys Monterrey,2024,9,September,Q3,Cloud Architect,16,4,1,0,0.0,37,OCC Mundial
CNT00928,E04,Infosys Monterrey,2024,9,September,Q3,Scrum Master,36,15,4,2,5.56,32,Csoftmty Jobs
CNT00929,E04,Infosys Monterrey,2024,9,September,Q3,Project Manager,11,3,1,0,0.0,18,Referidos
CNT00930,E04,Infosys Monterrey,2024,9,September,Q3,Cybersecurity Analyst,33,12,4,3,9.09,45,Referidos
CNT00931,E04,Infosys Monterrey,2024,10,October,Q4,Data Analyst,100,39,8,6,6.0,22,Referidos
CNT00932,E04,Infosys Monterrey,2024,10,October,Q4,Software Developer,357,118,37,33,9.24,53,OCC Mundial
CNT00933,E04,Infosys Monterrey,2024,10,October,Q4,Backend Developer,169,49,12,7,4.14,52,LinkedIn
CNT00934,E04,Infosys Monterrey,2024,10,October,Q4,Frontend Developer,34,13,3,2,5.88,18,Referidos
CNT00935,E04,Infosys Monterrey,2024,10,October,Q4,Full Stack Developer,102,36,14,9,8.82,29,Csoftmty Jobs
CNT00936,E04,Infosys Monterrey,2024,10,October,Q4,DevOps Engineer,108,32,12,10,9.26,58,LinkedIn
CNT00937,E04,Infosys Monterrey,2024,10,October,Q4,Cloud Architect,22,8,2,1,4.55,57,Referidos
CNT00938,E04,Infosys Monterrey,2024,10,October,Q4,Scrum Master,45,13,5,4,8.89,43,Referidos
CNT00939,E04,Infosys Monterrey,2024,10,October,Q4,Project Manager,90,31,11,9,10.0,59,Glassdoor
CNT00940,E04,Infosys Monterrey,2024,10,October,Q4,Cybersecurity Analyst,44,16,3,1,2.27,47,Referidos
CNT00941,E04,Infosys Monterrey,2024,11,November,Q4,Data Analyst,56,19,4,3,5.36,52,Csoftmty Jobs
CNT00942,E04,Infosys Monterrey,2024,11,November,Q4,Software Developer,150,51,18,10,6.67,37,Csoftmty Jobs
CNT00943,E04,Infosys Monterrey,2024,11,November,Q4,Backend Developer,132,42,14,11,8.33,51,Referidos
CNT00944,E04,Infosys Monterrey,2024,11,November,Q4,Frontend Developer,50,14,4,2,4.0,37,Glassdoor
CNT00945,E04,Infosys Monterrey,2024,11,November,Q4,Full Stack Developer,180,75,28,21,11.67,31,LinkedIn
CNT00946,E04,Infosys Monterrey,2024,11,November,Q4,DevOps Engineer,12,3,1,0,0.0,40,Referidos
CNT00947,E04,Infosys Monterrey,2024,11,November,Q4,Cloud Architect,48,14,4,2,4.17,51,LinkedIn
CNT00948,E04,Infosys Monterrey,2024,11,November,Q4,Scrum Master,32,8,3,2,6.25,58,Referidos
CNT00949,E04,Infosys Monterrey,2024,11,November,Q4,Project Manager,84,27,5,3,3.57,42,Universidad UANL/ITESM
CNT00950,E04,Infosys Monterrey,2024,11,November,Q4,Cybersecurity Analyst,90,24,8,6,6.67,48,Csoftmty Jobs
CNT00951,E04,Infosys Monterrey,2024,12,December,Q4,Data Analyst,168,67,17,14,8.33,26,OCC Mundial
CNT00952,E04,Infosys Monterrey,2024,12,December,Q4,Software Developer,192,56,18,11,5.73,61,LinkedIn
CNT00953,E04,Infosys Monterrey,2024,12,December,Q4,Backend Developer,132,39,11,7,5.3,36,LinkedIn
CNT00954,E04,Infosys Monterrey,2024,12,December,Q4,Frontend Developer,104,30,7,4,3.85,19,Glassdoor
CNT00955,E04,Infosys Monterrey,2024,12,December,Q4,Full Stack Developer,136,54,19,16,11.76,18,Referidos
CNT00956,E04,Infosys Monterrey,2024,12,December,Q4,DevOps Engineer,152,67,15,9,5.92,28,Referidos
CNT00957,E04,Infosys Monterrey,2024,12,December,Q4,Cloud Architect,42,17,5,3,7.14,36,Referidos
CNT00958,E04,Infosys Monterrey,2024,12,December,Q4,Scrum Master,15,5,1,0,0.0,47,LinkedIn
CNT00959,E04,Infosys Monterrey,2024,12,December,Q4,Project Manager,54,24,8,6,11.11,58,Referidos
CNT00960,E04,Infosys Monterrey,2024,12,December,Q4,Cybersecurity Analyst,68,23,8,5,7.35,55,Referidos
CNT00961,E05,Globant Monterrey,2023,1,January,Q1,Data Analyst,198,78,18,12,6.06,39,LinkedIn
CNT00962,E05,Globant Monterrey,2023,1,January,Q1,Software Developer,190,72,19,15,7.89,25,OCC Mundial
CNT00963,E05,Globant Monterrey,2023,1,January,Q1,Backend Developer,112,43,15,13,11.61,58,LinkedIn
CNT00964,E05,Globant Monterrey,2023,1,January,Q1,Frontend Developer,36,15,3,1,2.78,18,OCC Mundial
CNT00965,E05,Globant Monterrey,2023,1,January,Q1,Full Stack Developer,24,7,2,1,4.17,56,LinkedIn
CNT00966,E05,Globant Monterrey,2023,1,January,Q1,DevOps Engineer,72,23,5,3,4.17,34,Glassdoor
CNT00967,E05,Globant Monterrey,2023,1,January,Q1,Cloud Architect,48,19,6,3,6.25,23,LinkedIn
CNT00968,E05,Globant Monterrey,2023,1,January,Q1,Scrum Master,60,24,6,4,6.67,29,OCC Mundial
CNT00969,E05,Globant Monterrey,2023,1,January,Q1,Project Manager,32,11,4,3,9.38,43,LinkedIn
CNT00970,E05,Globant Monterrey,2023,1,January,Q1,Cybersecurity Analyst,8,2,1,0,0.0,43,LinkedIn
CNT00971,E05,Globant Monterrey,2023,2,February,Q1,Data Analyst,128,41,8,6,4.69,34,LinkedIn
CNT00972,E05,Globant Monterrey,2023,2,February,Q1,Software Developer,224,61,19,15,6.7,37,Referidos
CNT00973,E05,Globant Monterrey,2023,2,February,Q1,Backend Developer,102,30,10,8,7.84,54,OCC Mundial
CNT00974,E05,Globant Monterrey,2023,2,February,Q1,Frontend Developer,90,30,9,5,5.56,53,OCC Mundial
CNT00975,E05,Globant Monterrey,2023,2,February,Q1,Full Stack Developer,84,28,10,8,9.52,39,Universidad UANL/ITESM
CNT00976,E05,Globant Monterrey,2023,2,February,Q1,DevOps Engineer,36,12,2,1,2.78,38,LinkedIn
CNT00977,E05,Globant Monterrey,2023,2,February,Q1,Cloud Architect,10,2,1,0,0.0,42,LinkedIn
CNT00978,E05,Globant Monterrey,2023,2,February,Q1,Scrum Master,8,3,1,0,0.0,26,Csoftmty Jobs
CNT00979,E05,Globant Monterrey,2023,2,February,Q1,Project Manager,18,4,1,0,0.0,23,Universidad UANL/ITESM
CNT00980,E05,Globant Monterrey,2023,2,February,Q1,Cybersecurity Analyst,57,15,3,2,3.51,44,Referidos
CNT00981,E05,Globant Monterrey,2023,3,March,Q1,Data Analyst,143,61,19,14,9.79,59,Referidos
CNT00982,E05,Globant Monterrey,2023,3,March,Q1,Software Developer,260,107,42,26,10.0,43,OCC Mundial
CNT00983,E05,Globant Monterrey,2023,3,March,Q1,Backend Developer,133,46,10,8,6.02,49,Csoftmty Jobs
CNT00984,E05,Globant Monterrey,2023,3,March,Q1,Frontend Developer,84,36,12,8,9.52,18,Glassdoor
CNT00985,E05,Globant Monterrey,2023,3,March,Q1,Full Stack Developer,32,11,2,1,3.12,39,LinkedIn
CNT00986,E05,Globant Monterrey,2023,3,March,Q1,DevOps Engineer,72,29,8,5,6.94,20,Csoftmty Jobs
CNT00987,E05,Globant Monterrey,2023,3,March,Q1,Cloud Architect,76,29,11,8,10.53,41,OCC Mundial
CNT00988,E05,Globant Monterrey,2023,3,March,Q1,Scrum Master,36,10,3,2,5.56,40,LinkedIn
CNT00989,E05,Globant Monterrey,2023,3,March,Q1,Project Manager,55,20,4,3,5.45,21,OCC Mundial
CNT00990,E05,Globant Monterrey,2023,3,March,Q1,Cybersecurity Analyst,72,19,6,4,5.56,38,Glassdoor
CNT00991,E05,Globant Monterrey,2023,4,April,Q2,Data Analyst,88,33,10,7,7.95,46,Glassdoor
CNT00992,E05,Globant Monterrey,2023,4,April,Q2,Software Developer,238,96,24,20,8.4,23,Glassdoor
CNT00993,E05,Globant Monterrey,2023,4,April,Q2,Backend Developer,80,24,6,3,3.75,18,LinkedIn
CNT00994,E05,Globant Monterrey,2023,4,April,Q2,Frontend Developer,52,20,6,4,7.69,42,LinkedIn
CNT00995,E05,Globant Monterrey,2023,4,April,Q2,Full Stack Developer,153,42,14,12,7.84,54,LinkedIn
CNT00996,E05,Globant Monterrey,2023,4,April,Q2,DevOps Engineer,84,30,7,4,4.76,33,Referidos
CNT00997,E05,Globant Monterrey,2023,4,April,Q2,Cloud Architect,78,19,4,3,3.85,59,OCC Mundial
CNT00998,E05,Globant Monterrey,2023,4,April,Q2,Scrum Master,18,5,1,0,0.0,60,OCC Mundial
CNT00999,E05,Globant Monterrey,2023,4,April,Q2,Project Manager,68,26,6,4,5.88,60,Csoftmty Jobs
CNT01000,E05,Globant Monterrey,2023,4,April,Q2,Cybersecurity Analyst,52,21,7,6,11.54,44,OCC Mundial
CNT01001,E05,Globant Monterrey,2023,5,May,Q2,Data Analyst,64,22,4,3,4.69,20,Universidad UANL/ITESM
CNT01002,E05,Globant Monterrey,2023,5,May,Q2,Software Developer,140,50,15,13,9.29,63,OCC Mundial
CNT01003,E05,Globant Monterrey,2023,5,May,Q2,Backend Developer,180,79,22,19,10.56,58,Referidos
CNT01004,E05,Globant Monterrey,2023,5,May,Q2,Frontend Developer,33,8,2,1,3.03,23,Referidos
CNT01005,E05,Globant Monterrey,2023,5,May,Q2,Full Stack Developer,78,30,7,5,6.41,46,LinkedIn
CNT01006,E05,Globant Monterrey,2023,5,May,Q2,DevOps Engineer,72,20,5,4,5.56,28,Glassdoor
CNT01007,E05,Globant Monterrey,2023,5,May,Q2,Cloud Architect,45,18,4,3,6.67,52,OCC Mundial
