encuesta_id,empleado_id,empresa_id,empresa,rol,nivel,anio,satisfaccion_general,satisfaccion_salario,satisfaccion_ambiente,satisfaccion_crecimiento,satisfaccion_liderazgo,intencion_salida,razon_posible_salida
ENC000988,EMP06503,E08,AZKA IT Consulting,Cloud Architect,Mid,2023,4.4,4.0,4.5,4.2,4.7,No,Trabajo remoto
ENC000989,EMP01738,E01,Accenture Monterrey,Software Developer,Mid,2023,4.0,4.0,4.1,4.2,3.9,No,Crecimiento profesional
ENC000990,EMP01738,E01,Accenture Monterrey,Software Developer,Mid,2024,4.1,4.0,3.9,4.3,4.3,Tal vez,Mejor salario
ENC000991,EMP01019,E01,Accenture Monterrey,Software Developer,Mid,2024,3.3,2.9,3.6,3.2,3.6,Sí,Mejor salario
ENC000992,EMP02923,E02,Tata Consultancy Services,Software Developer,Senior,2023,4.6,4.9,4.8,4.1,4.4,No,Trabajo remoto
ENC000993,EMP02923,E02,Tata Consultancy Services,Software Developer,Senior,2024,4.2,4.1,4.5,3.7,4.1,Sí,Cambio de ciudad
ENC000994,EMP00642,E01,Accenture Monterrey,Backend Developer,Mid,2023,3.7,3.4,3.5,3.4,3.4,No,N/A
ENC000995,EMP00642,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.8,3.6,4.2,3.5,3.6,Tal vez,Startup propia
ENC000996,EMP05996,E06,BairesDev,Backend Developer,Senior,2024,3.7,3.0,3.9,3.7,4.0,No,Mejor salario
ENC000997,EMP05667,E06,BairesDev,Cybersecurity Analyst,Junior,2023,3.5,2.7,3.7,3.3,3.4,No,Startup propia
ENC000998,EMP05667,E06,BairesDev,Cybersecurity Analyst,Junior,2024,3.5,3.3,3.8,3.1,3.4,Tal vez,Mejor salario
ENC000999,EMP02457,E02,Tata Consultancy Services,Frontend Developer,Mid,2024,3.5,3.0,3.4,3.6,3.6,No,Mejor salario
ENC001000,EMP06113,E07,Hexaware Technologies,Data Analyst,Senior,2024,4.2,3.7,4.1,3.9,4.1,No,Mejor salario
ENC001001,EMP01439,E01,Accenture Monterrey,Full Stack Developer,Mid,2024,3.4,3.1,3.4,3.0,3.4,No,Crecimiento profesional
ENC001002,EMP05447,E05,Globant Monterrey,Full Stack Developer,Mid,2023,3.3,2.9,3.3,3.5,3.5,No,Mejor salario
ENC001003,EMP05447,E05,Globant Monterrey,Full Stack Developer,Mid,2024,4.0,3.9,4.1,3.4,3.8,No,Trabajo remoto
ENC001004,EMP01340,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,4.9,4.9,5.0,4.9,5.0,No,Crecimiento profesional
ENC001005,EMP01340,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,3.7,4.0,4.0,3.7,3.4,Tal vez,Crecimiento profesional
ENC001006,EMP02756,E02,Tata Consultancy Services,Project Manager,Mid,2024,5.0,4.8,4.6,4.9,4.6,No,Mejor salario
ENC001007,EMP04491,E04,Infosys Monterrey,Backend Developer,Junior,2023,4.1,4.1,4.2,4.1,4.3,No,Crecimiento profesional
ENC001008,EMP04491,E04,Infosys Monterrey,Backend Developer,Junior,2024,4.5,4.4,4.5,4.7,4.3,Sí,Trabajo remoto
ENC001009,EMP07874,E12,TI Monterrey,Data Analyst,Mid,2023,4.3,3.9,4.6,3.6,3.8,No,Cambio de ciudad
ENC001010,EMP07874,E12,TI Monterrey,Data Analyst,Mid,2024,4.6,4.3,4.9,4.5,4.6,No,Trabajo remoto
ENC001011,EMP04978,E05,Globant Monterrey,Project Manager,Senior,2023,4.4,4.4,4.6,4.2,4.2,Tal vez,N/A
ENC001012,EMP03232,E03,Neoris,Data Analyst,Mid,2023,4.7,4.2,4.6,5.0,4.8,No,Trabajo remoto
ENC001013,EMP03232,E03,Neoris,Data Analyst,Mid,2024,4.8,4.3,5.0,4.9,4.9,No,Trabajo remoto
ENC001014,EMP00119,E01,Accenture Monterrey,Cloud Architect,Mid,2023,4.3,4.2,4.3,3.8,4.7,No,Cambio de ciudad
ENC001015,EMP07917,E12,TI Monterrey,Data Analyst,Junior,2024,3.1,3.0,3.2,3.4,2.9,Tal vez,Crecimiento profesional
ENC001016,EMP04211,E04,Infosys Monterrey,Frontend Developer,Junior,2024,4.2,4.1,4.2,4.4,4.0,No,Mejor salario
ENC001017,EMP07387,E10,Axsis Tecnología,Backend Developer,Senior,2024,4.0,4.2,4.1,4.0,4.3,Tal vez,Crecimiento profesional
ENC001018,EMP01143,E01,Accenture Monterrey,Software Developer,Senior,2023,4.8,4.5,4.4,4.4,5.0,Sí,Cambio de ciudad
ENC001019,EMP01143,E01,Accenture Monterrey,Software Developer,Senior,2024,4.8,4.6,4.9,4.2,4.7,No,Crecimiento profesional
ENC001020,EMP07743,E12,TI Monterrey,Full Stack Developer,Junior,2024,4.2,3.6,4.6,4.2,4.0,Tal vez,Mejor salario
ENC001021,EMP07143,E09,Deintec,Backend Developer,Junior,2024,3.9,3.9,3.9,3.6,4.4,No,Trabajo remoto
ENC001022,EMP05572,E06,BairesDev,Full Stack Developer,Mid,2023,5.0,5.0,4.9,5.0,4.9,No,Crecimiento profesional
ENC001023,EMP05572,E06,BairesDev,Full Stack Developer,Mid,2024,4.8,5.0,4.9,4.4,4.3,No,N/A
ENC001024,EMP03606,E03,Neoris,Software Developer,Mid,2023,4.1,3.9,4.1,4.0,4.5,No,Crecimiento profesional
ENC001025,EMP03606,E03,Neoris,Software Developer,Mid,2024,4.8,4.8,5.0,4.9,4.5,No,Mejor salario
ENC001026,EMP06731,E08,AZKA IT Consulting,Frontend Developer,Junior,2023,4.3,3.7,4.4,4.4,4.1,Sí,N/A
ENC001027,EMP06731,E08,AZKA IT Consulting,Frontend Developer,Junior,2024,4.4,4.2,4.7,4.7,4.3,No,Crecimiento profesional
ENC001028,EMP01635,E01,Accenture Monterrey,Software Developer,Senior,2023,4.2,4.2,4.3,4.7,4.4,No,Mejor salario
ENC001029,EMP01635,E01,Accenture Monterrey,Software Developer,Senior,2024,4.9,4.7,4.8,5.0,4.9,Tal vez,Trabajo remoto
ENC001030,EMP02127,E02,Tata Consultancy Services,Scrum Master,Senior,2023,4.3,4.6,4.2,4.6,4.3,No,Cambio de ciudad
ENC001031,EMP02127,E02,Tata Consultancy Services,Scrum Master,Senior,2024,3.5,3.3,4.0,3.0,3.3,Sí,Crecimiento profesional
ENC001032,EMP02448,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.5,4.4,4.5,3.9,4.3,Sí,Mejor salario
ENC001033,EMP07785,E12,TI Monterrey,Backend Developer,Junior,2023,4.2,4.3,4.1,4.2,4.5,No,Crecimiento profesional
ENC001034,EMP07785,E12,TI Monterrey,Backend Developer,Junior,2024,3.5,3.4,3.9,3.7,3.6,Tal vez,Crecimiento profesional
ENC001035,EMP02819,E02,Tata Consultancy Services,Software Developer,Mid,2023,4.9,4.6,5.0,4.6,5.0,No,Trabajo remoto
ENC001036,EMP02819,E02,Tata Consultancy Services,Software Developer,Mid,2024,4.5,4.2,4.5,4.8,4.5,Sí,N/A
ENC001037,EMP03197,E03,Neoris,Software Developer,Junior,2024,3.5,3.6,3.7,3.5,3.6,No,Cambio de ciudad
ENC001038,EMP07052,E09,Deintec,Backend Developer,Mid,2023,4.0,3.6,3.9,3.9,3.8,No,Crecimiento profesional
ENC001039,EMP07052,E09,Deintec,Backend Developer,Mid,2024,3.1,2.7,3.2,2.9,3.2,Tal vez,Trabajo remoto
ENC001040,EMP02374,E02,Tata Consultancy Services,Data Analyst,Junior,2023,3.8,3.8,4.0,3.7,3.9,No,N/A
ENC001041,EMP02374,E02,Tata Consultancy Services,Data Analyst,Junior,2024,4.2,3.5,4.4,4.5,4.9,No,Trabajo remoto
ENC001042,EMP04232,E04,Infosys Monterrey,Frontend Developer,Senior,2023,4.7,4.6,4.9,4.5,4.9,Sí,Mejor salario
ENC001043,EMP01560,E01,Accenture Monterrey,Software Developer,Mid,2023,3.7,3.4,3.7,3.5,3.6,No,Cambio de ciudad
ENC001044,EMP01560,E01,Accenture Monterrey,Software Developer,Mid,2024,3.3,3.3,3.2,3.0,3.0,No,Mejor salario
ENC001045,EMP06061,E07,Hexaware Technologies,Scrum Master,Mid,2023,3.4,3.6,3.5,3.1,3.4,Tal vez,Crecimiento profesional
ENC001046,EMP01927,E02,Tata Consultancy Services,DevOps Engineer,Senior,2023,3.3,3.1,3.6,3.0,3.6,No,Cambio de ciudad
ENC001047,EMP01927,E02,Tata Consultancy Services,DevOps Engineer,Senior,2024,4.2,4.1,4.4,4.5,4.5,Tal vez,N/A
ENC001048,EMP05007,E05,Globant Monterrey,Full Stack Developer,Mid,2023,4.1,4.3,4.0,4.0,4.2,Tal vez,Mejor salario
ENC001049,EMP05007,E05,Globant Monterrey,Full Stack Developer,Mid,2024,4.9,4.4,5.0,5.0,4.7,Tal vez,Mejor salario
ENC001050,EMP04857,E05,Globant Monterrey,Full Stack Developer,Junior,2023,3.7,3.4,3.7,3.2,3.6,Tal vez,N/A
ENC001051,EMP04857,E05,Globant Monterrey,Full Stack Developer,Junior,2024,3.7,3.6,4.0,3.4,3.5,Tal vez,Cambio de ciudad
ENC001052,EMP07398,E10,Axsis Tecnología,Backend Developer,Mid,2023,4.9,4.2,5.0,5.0,5.0,Tal vez,Trabajo remoto
ENC001053,EMP07398,E10,Axsis Tecnología,Backend Developer,Mid,2024,4.5,4.2,4.8,4.4,4.5,No,Startup propia
ENC001054,EMP03182,E03,Neoris,Data Analyst,Mid,2023,5.0,4.8,5.0,4.7,5.0,Tal vez,Crecimiento profesional
ENC001055,EMP03182,E03,Neoris,Data Analyst,Mid,2024,3.8,3.3,3.7,3.6,3.8,Tal vez,Crecimiento profesional
ENC001056,EMP02535,E02,Tata Consultancy Services,Frontend Developer,Junior,2023,3.4,3.1,3.8,2.9,3.2,No,Mejor salario
ENC001057,EMP02535,E02,Tata Consultancy Services,Frontend Developer,Junior,2024,4.0,4.3,4.5,3.5,4.1,No,Mejor salario
ENC001058,EMP07605,E11,Skye Group,Data Analyst,Mid,2024,4.0,3.4,3.6,4.1,4.3,No,N/A
ENC001059,EMP03827,E03,Neoris,DevOps Engineer,Mid,2023,4.3,4.4,4.5,3.7,4.5,No,Crecimiento profesional
ENC001060,EMP03827,E03,Neoris,DevOps Engineer,Mid,2024,4.6,4.4,4.8,4.0,4.6,No,Mejor salario
ENC001061,EMP00983,E01,Accenture Monterrey,Frontend Developer,Mid,2023,3.4,3.2,3.6,3.8,3.6,No,Crecimiento profesional
ENC001062,EMP05023,E05,Globant Monterrey,DevOps Engineer,Senior,2024,5.0,4.7,5.0,4.5,5.0,Tal vez,N/A
ENC001063,EMP03908,E03,Neoris,Full Stack Developer,Mid,2023,4.1,3.7,4.3,3.9,4.4,Sí,Mejor salario
ENC001064,EMP03908,E03,Neoris,Full Stack Developer,Mid,2024,3.8,3.9,3.9,3.5,3.5,Tal vez,N/A
ENC001065,EMP04928,E05,Globant Monterrey,Software Developer,Junior,2023,3.9,3.8,4.0,3.7,4.2,Tal vez,Mejor salario
ENC001066,EMP04928,E05,Globant Monterrey,Software Developer,Junior,2024,4.8,4.6,5.0,4.7,5.0,Sí,Startup propia
ENC001067,EMP05297,E05,Globant Monterrey,Scrum Master,Mid,2023,3.6,3.7,3.6,3.7,4.0,No,Crecimiento profesional
ENC001068,EMP05297,E05,Globant Monterrey,Scrum Master,Mid,2024,3.3,2.6,3.4,3.4,2.9,No,Trabajo remoto
ENC001069,EMP03754,E03,Neoris,Project Manager,Mid,2023,3.8,3.8,3.9,3.4,3.8,Sí,N/A
ENC001070,EMP03754,E03,Neoris,Project Manager,Mid,2024,3.9,4.2,4.1,3.5,4.2,Sí,Crecimiento profesional
ENC001071,EMP03723,E03,Neoris,Cybersecurity Analyst,Mid,2023,4.8,4.5,4.8,4.5,4.6,Sí,Trabajo remoto
ENC001072,EMP03723,E03,Neoris,Cybersecurity Analyst,Mid,2024,4.1,3.6,4.3,4.0,4.1,No,Mejor salario
ENC001073,EMP06900,E09,Deintec,Project Manager,Senior,2023,4.3,4.4,4.3,3.7,4.3,Tal vez,N/A
ENC001074,EMP06900,E09,Deintec,Project Manager,Senior,2024,5.0,4.8,5.0,4.8,5.0,Tal vez,Trabajo remoto
ENC001075,EMP01594,E01,Accenture Monterrey,Backend Developer,Mid,2023,4.7,4.8,4.8,5.0,4.6,No,Mejor salario
ENC001076,EMP01594,E01,Accenture Monterrey,Backend Developer,Mid,2024,5.0,4.7,5.0,4.9,4.7,No,Trabajo remoto
ENC001077,EMP00051,E01,Accenture Monterrey,Software Developer,Mid,2023,3.5,3.1,3.6,3.0,3.6,No,Mejor salario
ENC001078,EMP05439,E05,Globant Monterrey,Backend Developer,Senior,2023,3.6,3.1,3.4,3.7,4.1,Tal vez,N/A
ENC001079,EMP05439,E05,Globant Monterrey,Backend Developer,Senior,2024,3.7,3.3,3.8,3.6,3.6,No,Crecimiento profesional
ENC001080,EMP04216,E04,Infosys Monterrey,Data Analyst,Junior,2023,3.8,3.3,3.9,4.2,3.3,No,Mejor salario
ENC001081,EMP04216,E04,Infosys Monterrey,Data Analyst,Junior,2024,4.4,4.0,4.4,4.0,4.2,Sí,Startup propia
ENC001082,EMP03890,E03,Neoris,Data Analyst,Senior,2023,4.7,4.2,4.8,5.0,4.4,No,Crecimiento profesional
ENC001083,EMP03211,E03,Neoris,Frontend Developer,Senior,2023,5.0,5.0,5.0,4.6,4.8,No,Trabajo remoto
ENC001084,EMP03211,E03,Neoris,Frontend Developer,Senior,2024,4.8,4.3,4.6,4.8,4.7,Sí,Mejor salario
ENC001085,EMP04864,E05,Globant Monterrey,Backend Developer,Mid,2024,3.7,4.1,3.6,3.7,3.9,Tal vez,Mejor salario
ENC001086,EMP04128,E04,Infosys Monterrey,Software Developer,Junior,2023,3.5,3.0,3.4,3.5,3.4,Tal vez,Trabajo remoto
ENC001087,EMP04128,E04,Infosys Monterrey,Software Developer,Junior,2024,4.5,4.4,4.4,4.2,4.5,No,Trabajo remoto
ENC001088,EMP06068,E07,Hexaware Technologies,Software Developer,Mid,2023,3.5,4.1,3.7,3.1,3.6,Tal vez,N/A
ENC001089,EMP06068,E07,Hexaware Technologies,Software Developer,Mid,2024,4.5,4.2,4.5,4.1,4.4,Sí,Crecimiento profesional
ENC001090,EMP06632,E08,AZKA IT Consulting,Frontend Developer,Mid,2023,3.8,3.7,4.1,3.5,3.6,No,Mejor salario
ENC001091,EMP06632,E08,AZKA IT Consulting,Frontend Developer,Mid,2024,4.1,4.0,4.2,3.9,3.9,Tal vez,Crecimiento profesional
ENC001092,EMP05231,E05,Globant Monterrey,Scrum Master,Mid,2024,4.5,4.4,4.7,4.6,4.2,No,Mejor salario
ENC001093,EMP03609,E03,Neoris,Frontend Developer,Junior,2023,3.3,2.7,3.3,3.2,3.2,Sí,Crecimiento profesional
ENC001094,EMP03609,E03,Neoris,Frontend Developer,Junior,2024,4.1,4.0,4.0,3.9,3.9,No,Crecimiento profesional
ENC001095,EMP07618,E11,Skye Group,DevOps Engineer,Mid,2023,4.2,4.0,4.3,4.7,3.9,No,N/A
ENC001096,EMP07618,E11,Skye Group,DevOps Engineer,Mid,2024,5.0,4.9,5.0,5.0,5.0,Sí,Mejor salario
ENC001097,EMP01129,E01,Accenture Monterrey,DevOps Engineer,Senior,2023,3.8,4.2,3.7,3.6,3.5,Tal vez,Crecimiento profesional
ENC001098,EMP01129,E01,Accenture Monterrey,DevOps Engineer,Senior,2024,4.3,3.9,4.6,4.4,4.3,Tal vez,Startup propia
ENC001099,EMP02865,E02,Tata Consultancy Services,Cybersecurity Analyst,Senior,2023,4.9,4.3,5.0,4.8,5.0,No,Trabajo remoto
ENC001100,EMP01840,E02,Tata Consultancy Services,Scrum Master,Senior,2024,4.3,4.4,4.2,3.9,4.1,Sí,Mejor salario
ENC001101,EMP05838,E06,BairesDev,Backend Developer,Senior,2024,4.4,4.3,4.4,4.4,4.7,Tal vez,Mejor salario
ENC001102,EMP01003,E01,Accenture Monterrey,Project Manager,Senior,2023,4.4,4.5,4.5,4.2,4.1,Tal vez,Crecimiento profesional
ENC001103,EMP07270,E10,Axsis Tecnología,Cloud Architect,Senior,2024,4.2,3.9,4.5,4.0,4.1,Tal vez,Trabajo remoto
ENC001104,EMP04315,E04,Infosys Monterrey,Software Developer,Senior,2023,4.7,4.6,4.7,4.0,4.1,No,Mejor salario
ENC001105,EMP07789,E12,TI Monterrey,Backend Developer,Junior,2023,4.2,3.9,4.3,4.2,3.9,No,Trabajo remoto
ENC001106,EMP07789,E12,TI Monterrey,Backend Developer,Junior,2024,3.8,3.7,3.6,3.9,4.0,Sí,Mejor salario
ENC001107,EMP07623,E11,Skye Group,Software Developer,Junior,2023,4.3,4.5,4.3,3.5,4.6,No,Crecimiento profesional
ENC001108,EMP07623,E11,Skye Group,Software Developer,Junior,2024,3.6,3.0,3.4,3.4,3.7,Tal vez,Mejor salario
ENC001109,EMP03429,E03,Neoris,Backend Developer,Junior,2023,3.5,3.1,3.5,3.2,3.3,No,Trabajo remoto
ENC001110,EMP03429,E03,Neoris,Backend Developer,Junior,2024,4.1,3.5,4.1,3.9,3.8,Sí,Crecimiento profesional
ENC001111,EMP01624,E01,Accenture Monterrey,Frontend Developer,Senior,2023,4.3,4.3,4.3,4.2,4.1,No,Mejor salario
ENC001112,EMP01624,E01,Accenture Monterrey,Frontend Developer,Senior,2024,4.0,4.2,4.3,4.0,4.2,Sí,Startup propia
ENC001113,EMP07792,E12,TI Monterrey,DevOps Engineer,Mid,2023,4.4,4.1,4.6,4.3,4.5,No,N/A
ENC001114,EMP07792,E12,TI Monterrey,DevOps Engineer,Mid,2024,3.8,3.6,3.9,3.3,3.7,No,Startup propia
ENC001115,EMP06156,E07,Hexaware Technologies,Backend Developer,Mid,2023,4.0,4.1,3.9,4.2,3.8,Tal vez,Trabajo remoto
ENC001116,EMP05293,E05,Globant Monterrey,Software Developer,Mid,2024,3.8,3.8,3.9,3.8,4.5,No,Crecimiento profesional
ENC001117,EMP02284,E02,Tata Consultancy Services,Data Analyst,Mid,2024,4.3,4.1,4.0,4.1,5.0,No,N/A
ENC001118,EMP06509,E08,AZKA IT Consulting,Frontend Developer,Junior,2023,3.0,2.8,3.5,2.4,2.7,No,Crecimiento profesional
ENC001119,EMP06509,E08,AZKA IT Consulting,Frontend Developer,Junior,2024,3.9,3.8,3.8,4.0,3.2,No,Cambio de ciudad
ENC001120,EMP07723,E11,Skye Group,Data Analyst,Mid,2024,3.7,3.6,3.9,3.0,3.7,No,Trabajo remoto
ENC001121,EMP03456,E03,Neoris,Project Manager,Mid,2024,3.9,3.9,3.9,3.9,3.7,No,Trabajo remoto
ENC001122,EMP05830,E06,BairesDev,Backend Developer,Mid,2023,3.9,3.9,4.0,3.7,4.0,No,Crecimiento profesional
ENC001123,EMP05830,E06,BairesDev,Backend Developer,Mid,2024,4.8,5.0,4.9,4.8,4.9,No,Crecimiento profesional
ENC001124,EMP06681,E08,AZKA IT Consulting,Data Analyst,Junior,2023,4.4,3.8,4.7,4.4,4.6,No,Trabajo remoto
ENC001125,EMP06681,E08,AZKA IT Consulting,Data Analyst,Junior,2024,3.5,3.1,3.7,3.4,3.9,No,Trabajo remoto
ENC001126,EMP00867,E01,Accenture Monterrey,Backend Developer,Junior,2023,3.4,3.4,3.5,3.1,3.8,Tal vez,Trabajo remoto
ENC001127,EMP05588,E06,BairesDev,Software Developer,Junior,2024,4.0,4.0,3.9,3.7,4.1,No,Startup propia
ENC001128,EMP02699,E02,Tata Consultancy Services,Software Developer,Mid,2023,5.0,5.0,4.8,4.8,4.9,No,Crecimiento profesional
ENC001129,EMP02250,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2023,4.1,4.1,4.5,4.2,4.0,No,Mejor salario
ENC001130,EMP02250,E02,Tata Consultancy Services,Cybersecurity Analyst,Mid,2024,3.8,3.9,4.0,3.9,4.0,No,Mejor salario
ENC001131,EMP05477,E05,Globant Monterrey,DevOps Engineer,Mid,2023,4.2,4.4,4.3,4.3,4.5,Sí,Mejor salario
ENC001132,EMP05477,E05,Globant Monterrey,DevOps Engineer,Mid,2024,4.2,4.5,4.7,4.5,4.1,No,Mejor salario
ENC001133,EMP01955,E02,Tata Consultancy Services,Backend Developer,Junior,2023,4.1,3.6,4.6,4.2,4.3,Tal vez,Crecimiento profesional
ENC001134,EMP01955,E02,Tata Consultancy Services,Backend Developer,Junior,2024,3.9,3.7,3.9,4.4,3.9,No,Crecimiento profesional
ENC001135,EMP01719,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.2,3.9,4.3,4.5,4.1,Tal vez,Mejor salario
ENC001136,EMP01719,E01,Accenture Monterrey,Scrum Master,Mid,2024,3.7,3.6,4.0,3.8,4.3,No,Crecimiento profesional
ENC001137,EMP02458,E02,Tata Consultancy Services,Backend Developer,Mid,2023,4.0,3.8,4.3,3.6,3.8,No,Crecimiento profesional
ENC001138,EMP02458,E02,Tata Consultancy Services,Backend Developer,Mid,2024,3.9,3.2,3.9,4.3,3.9,Tal vez,Mejor salario
ENC001139,EMP01427,E01,Accenture Monterrey,Project Manager,Mid,2023,3.7,3.6,4.0,4.1,3.6,No,Trabajo remoto
ENC001140,EMP01427,E01,Accenture Monterrey,Project Manager,Mid,2024,3.6,3.5,3.4,3.5,3.5,No,Mejor salario
ENC001141,EMP03785,E03,Neoris,Full Stack Developer,Junior,2023,3.5,2.9,3.3,3.7,3.5,No,Startup propia
ENC001142,EMP07842,E12,TI Monterrey,Backend Developer,Mid,2023,3.1,3.2,3.1,3.4,3.1,Sí,Mejor salario
ENC001143,EMP07842,E12,TI Monterrey,Backend Developer,Mid,2024,4.1,4.0,4.1,4.0,4.1,No,Crecimiento profesional
ENC001144,EMP01054,E01,Accenture Monterrey,Backend Developer,Mid,2023,3.8,3.7,3.5,3.6,4.2,Sí,Crecimiento profesional
ENC001145,EMP06353,E07,Hexaware Technologies,Frontend Developer,Junior,2023,3.2,2.4,3.4,2.9,3.1,Tal vez,Mejor salario
ENC001146,EMP05058,E05,Globant Monterrey,Full Stack Developer,Mid,2024,3.9,3.7,4.0,3.8,4.1,Tal vez,Trabajo remoto
ENC001147,EMP01164,E01,Accenture Monterrey,Data Analyst,Mid,2023,4.5,4.2,4.4,4.3,4.6,Sí,Crecimiento profesional
ENC001148,EMP02863,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.0,3.7,4.3,4.4,4.4,Tal vez,Mejor salario
ENC001149,EMP00436,E01,Accenture Monterrey,Full Stack Developer,Junior,2023,4.3,4.0,4.1,4.2,4.7,Tal vez,Cambio de ciudad
ENC001150,EMP06593,E08,AZKA IT Consulting,Software Developer,Junior,2023,4.2,4.0,4.4,4.9,3.9,No,Mejor salario
ENC001151,EMP06593,E08,AZKA IT Consulting,Software Developer,Junior,2024,3.9,4.0,4.4,3.7,3.9,Tal vez,Trabajo remoto
ENC001152,EMP03353,E03,Neoris,Frontend Developer,Mid,2023,3.6,3.6,3.7,3.6,3.6,Sí,Startup propia
ENC001153,EMP05738,E06,BairesDev,Data Analyst,Mid,2024,4.1,4.0,4.3,4.6,4.3,No,Mejor salario
ENC001154,EMP05565,E06,BairesDev,Data Analyst,Mid,2023,4.8,5.0,4.7,4.3,4.7,Tal vez,Mejor salario
ENC001155,EMP05565,E06,BairesDev,Data Analyst,Mid,2024,3.6,3.4,3.3,3.7,3.9,Sí,Trabajo remoto
ENC001156,EMP02184,E02,Tata Consultancy Services,Software Developer,Junior,2023,4.0,3.4,4.1,4.5,3.9,No,Cambio de ciudad
ENC001157,EMP02184,E02,Tata Consultancy Services,Software Developer,Junior,2024,3.5,3.2,3.8,3.0,4.1,No,N/A
ENC001158,EMP02900,E02,Tata Consultancy Services,Software Developer,Senior,2023,3.8,4.1,4.2,3.3,3.4,No,Crecimiento profesional
ENC001159,EMP02900,E02,Tata Consultancy Services,Software Developer,Senior,2024,4.1,3.7,4.2,4.4,4.1,No,Mejor salario
ENC001160,EMP00909,E01,Accenture Monterrey,DevOps Engineer,Mid,2023,3.9,3.9,4.1,3.8,4.1,Tal vez,Crecimiento profesional
ENC001161,EMP00909,E01,Accenture Monterrey,DevOps Engineer,Mid,2024,4.6,4.1,4.8,4.5,4.8,Tal vez,Crecimiento profesional
ENC001162,EMP02657,E02,Tata Consultancy Services,Software Developer,Mid,2023,4.2,4.1,4.1,4.6,4.2,No,Crecimiento profesional
ENC001163,EMP02657,E02,Tata Consultancy Services,Software Developer,Mid,2024,3.9,3.5,4.5,4.3,3.8,Tal vez,N/A
ENC001164,EMP07149,E09,Deintec,Project Manager,Mid,2024,4.6,4.6,5.0,4.6,4.9,No,Mejor salario
ENC001165,EMP07266,E10,Axsis Tecnología,Scrum Master,Mid,2023,3.9,4.1,3.9,3.7,3.9,No,Mejor salario
ENC001166,EMP01088,E01,Accenture Monterrey,Backend Developer,Mid,2023,4.4,4.7,4.6,4.1,4.3,No,Trabajo remoto
ENC001167,EMP05757,E06,BairesDev,Full Stack Developer,Mid,2024,5.0,4.8,5.0,4.9,5.0,No,N/A
ENC001168,EMP07563,E11,Skye Group,Backend Developer,Mid,2023,3.8,3.7,3.9,3.4,4.1,No,Crecimiento profesional
ENC001169,EMP07563,E11,Skye Group,Backend Developer,Mid,2024,3.8,3.5,4.1,3.9,3.6,Tal vez,N/A
ENC001170,EMP01243,E01,Accenture Monterrey,Backend Developer,Mid,2024,4.3,4.2,4.4,4.1,4.1,No,Crecimiento profesional
ENC001171,EMP00487,E01,Accenture Monterrey,Scrum Master,Senior,2023,3.8,3.5,4.2,3.4,3.7,No,Mejor salario
ENC001172,EMP00487,E01,Accenture Monterrey,Scrum Master,Senior,2024,4.8,4.5,4.8,4.8,4.8,Tal vez,Cambio de ciudad
ENC001173,EMP06779,E08,AZKA IT Consulting,Software Developer,Mid,2023,4.5,4.1,4.6,4.7,4.5,Tal vez,Trabajo remoto
ENC001174,EMP06779,E08,AZKA IT Consulting,Software Developer,Mid,2024,5.0,5.0,4.8,4.9,5.0,No,Trabajo remoto
ENC001175,EMP00200,E01,Accenture Monterrey,Backend Developer,Mid,2023,4.8,4.7,4.6,5.0,4.3,No,N/A
ENC001176,EMP00200,E01,Accenture Monterrey,Backend Developer,Mid,2024,3.9,3.8,4.4,3.6,3.6,No,Cambio de ciudad
ENC001177,EMP03290,E03,Neoris,Project Manager,Mid,2023,3.8,3.9,3.9,3.3,3.7,No,Cambio de ciudad
ENC001178,EMP03290,E03,Neoris,Project Manager,Mid,2024,3.8,3.7,3.8,3.7,3.4,Tal vez,Mejor salario
ENC001179,EMP07538,E11,Skye Group,Software Developer,Junior,2023,3.1,3.1,3.0,2.7,2.7,No,Crecimiento profesional
ENC001180,EMP07538,E11,Skye Group,Software Developer,Junior,2024,3.5,3.6,3.3,3.7,3.2,No,Mejor salario
ENC001181,EMP06720,E08,AZKA IT Consulting,Project Manager,Mid,2024,3.3,3.7,3.1,2.9,3.5,Tal vez,Crecimiento profesional
ENC001182,EMP04462,E04,Infosys Monterrey,Cloud Architect,Mid,2023,4.2,4.3,4.4,3.9,4.0,No,Trabajo remoto
ENC001183,EMP04462,E04,Infosys Monterrey,Cloud Architect,Mid,2024,4.3,3.6,4.5,4.1,4.1,Tal vez,Cambio de ciudad
ENC001184,EMP03593,E03,Neoris,Frontend Developer,Senior,2023,4.5,4.4,4.3,4.5,4.2,No,Trabajo remoto
ENC001185,EMP03593,E03,Neoris,Frontend Developer,Senior,2024,4.8,4.9,4.8,4.8,5.0,No,Trabajo remoto
ENC001186,EMP01011,E01,Accenture Monterrey,Scrum Master,Mid,2023,4.3,3.8,4.2,4.2,4.2,Tal vez,Crecimiento profesional
